NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2.334193099,2.51055586,3.409441785,3.14016894,3.074490712,2.193645424,3.392705068,3.174864365,3.499208812,4.006337123,3.045373163,2.960798884,3.925967902,1.863123029,1.17198619,3.476239282,4.766226914,4.400726252,2.634693437,2.521368292,2.527823495,1.836360361,4.221012195,3.836956712,4.977257494,5.347746444,3.734978929,2.851889082,3.079922309,5.424862725,5.821610458,5.82212895,4.060467811,4.749311278,4.770066443,6.090888516,4.558113969,2.056467055,2.233781915,2.283719357,1.62636093,4.175179096,2.877036271,3.289024316,4.936230791,2.989667747,3.201786992,3.28683326,6.479169431,5.75645393,4.843077613,7.768082282,6.895334978,6.410062878,1.371906806,2.796549425,6.740141521,1.306408997,2.565958177,4.957580141,5.064305952,5.653589878,5.401134581,100
1.657391269,4.243752819,3.490567775,2.359245415,3.608803786,3.346863487,3.641159142,2.914698087,4.403492234,3.589069826,3.204649816,4.47573494,3.74518685,2.072106672,4.935075207,6.79725059,2.747582641,4.85060896,3.29115242,4.462304137,5.370902052,3.663851798,2.65551416,3.94164926,2.855929598,4.758711792,2.791855777,2.046980809,5.269335467,2.314538967,2.628952456,2.465056728,5.141823412,8.204788213,6.468741518,4.07203442,3.006650642,2.95364287,2.385923487,5.189164116,2.32906788,3.222824271,4.647911456,6.662188537,3.345217868,2.539861896,2.001664393,2.083729835,2.403499234,1.556394607,5.721107069,2.006292324,2.432893516,6.796894095,3.400359158,7.170195303,7.810290322,8.047957413,2.511091506,3.079085576,6.610959677,3.207680203,4.60503125,100
2.408797564,3.118901533,5.003196706,3.746449927,2.930121489,3.166456583,3.252949958,4.559834875,3.526786355,1.572697985,4.890031795,4.596746121,4.230758518,3.342448685,4.176278888,3.789434222,3.781538591,3.051227,1.748994739,3.396886358,3.605155418,3.180142025,3.702959597,6.666395422,4.62592536,6.40892212,3.655732541,3.462066957,4.130630908,3.97379701,3.6886907,3.422301113,3.89037984,4.245321883,5.705478109,4.428581174,2.820069506,5.65295501,2.478559908,4.417091342,2.392238055,3.491054593,2.96855416,3.986968278,5.66131203,2.40814848,3.260279975,6.974378022,2.293688749,6.148169606,3.780486202,2.745298866,4.982570481,5.712803989,3.641100748,4.476244282,1.732753464,2.850663996,3.907092705,4.493313733,2.75682438,4.204833329,6.677073255,100
2.743439946,2.603025563,2.319971115,3.347365918,1.95796814,3.383277806,3.228865299,3.198059197,3.5074653,3.004566863,4.096111857,2.702498666,3.29120158,2.05004977,6.025916749,3.975571893,6.009897574,3.812200127,5.058338992,2.452632516,3.215012252,4.718175376,2.17843747,1.826344841,3.15625481,4.919729829,5.070010822,1.672024693,5.349933943,3.090751416,3.05351478,2.500370404,7.227521668,3.147912397,6.97354966,5.303875139,2.352370256,2.942502986,2.997765639,5.847214339,4.254619136,4.370574227,5.91251697,5.081039703,7.730035039,2.151444887,3.231865129,2.334120654,2.084116025,2.380773098,3.665337466,6.412090411,5.339207531,4.082035076,2.597695813,2.693916934,1.540880496,2.831524842,3.563723269,1.967398734,5.558261086,7.130945269,4.85928122,100
5.173685424,4.971219575,4.827268634,3.868655004,5.159015654,2.322141747,3.852909083,4.244058376,3.968849334,3.198316416,2.438054476,4.25724333,2.700281737,3.822392027,3.770518686,4.216402778,3.925879651,2.6796559,3.097761551,1.963877667,4.278866377,2.325277925,5.30535587,5.112852249,3.583072285,4.123332887,4.098301649,2.472605041,1.463997254,2.331712763,2.974496224,3.713787282,5.584670741,3.143473017,5.923106252,5.466883387,3.804532338,4.108997491,5.541524518,3.571191322,4.317323719,5.576153699,6.702753144,3.198810886,5.721351067,2.440555091,3.245076817,2.138463468,1.967786883,2.199700101,5.572315736,7.297605707,6.498728701,4.255189902,3.364991338,2.867722944,8.247854756,1.615923629,7.970440829,3.960460455,4.284274793,5.004987616,8.501957319,100
4.331487691,4.659087076,1.868018411,2.782789982,3.354116182,3.361650619,3.839396419,3.331545007,3.230976474,1.710526146,2.491763776,3.478990835,2.469294059,3.652736393,3.861110057,4.673692709,4.864982922,2.654734334,2.764138712,3.905262033,4.39380265,5.024482822,4.290789853,5.0424949,3.911851755,4.491923053,3.789829613,4.897624304,6.635099232,4.153159252,2.720444405,2.388757368,3.705685648,3.124693219,5.338386245,4.515875914,4.383880821,4.848154251,3.609815681,5.97456868,3.093552988,2.521191081,6.311329919,2.726984088,3.925190599,3.081099864,2.320214794,7.527252053,4.723470569,1.385778289,6.246811379,6.348457576,6.585885054,4.733761295,2.428471931,4.588774345,1.546128775,1.116629898,4.10753326,2.005284445,2.820125179,7.821966011,6.935610805,100
2.782098746,3.013708083,2.203789222,2.983241323,2.444638314,6.160569553,3.269948847,4.323114537,3.355629157,2.812385823,3.000999831,4.923263444,5.04019825,3.70612417,5.65288125,2.616317615,5.251307075,4.213051495,3.457554204,4.336679277,4.517622629,4.067369388,3.830394816,2.505645961,3.53702784,4.335334395,5.294838718,4.305820379,2.799339121,2.903218919,7.959022585,6.420880552,3.235215589,6.084060896,5.834426797,4.344514396,4.601058722,1.792225223,3.792706432,4.768585811,2.148004159,5.682052254,6.334585448,7.244317971,1.477911124,5.494534532,2.846570074,9.38926634,4.935164547,4.110421028,5.078148334,5.921100066,5.666869464,1.967728045,2.413996361,2.832014613,6.328116282,6.283233747,2.406441792,4.350340019,8.268481198,8.746357213,4.594033221,100
4.487176482,3.575648392,2.331909079,2.935849241,3.622838105,3.839341422,3.487102612,2.069228939,3.788013199,7.862355711,5.229800404,3.683967953,1.201617071,4.818682511,3.977568624,5.188464433,2.563708965,3.980146899,1.976877066,5.0751418,3.061646248,3.25864433,6.400469629,4.595392595,5.342475695,2.845640796,3.501391229,4.984824715,3.109969455,4.100088303,3.27517372,4.054669892,5.232364407,1.947590596,4.343615057,4.677210399,2.240158039,5.115423838,5.122121145,7.81865602,5.479932655,6.066344441,5.680616339,7.311177765,6.238754591,5.280400088,3.098168314,1.897034034,2.775733154,6.324891645,2.451437659,2.371924961,5.242225103,5.41172691,1.793567018,4.339763819,5.038848386,5.362634291,6.848825098,7.900177202,8.80092697,5.165114366,6.808882134,100
2.083416811,3.916113795,3.409223421,2.963635169,3.633230894,4.222659988,4.670761367,4.738885803,3.844609715,3.509660557,3.627398323,4.514683125,3.493389212,3.211709905,3.789195709,3.376674734,4.200576945,2.550448316,4.893633125,3.935378547,5.04615795,4.116659835,4.14349159,4.367379009,5.23798223,5.097454095,4.210467677,3.884908508,1.766872804,2.827634294,8.07965824,2.066770326,3.476213747,4.109022836,5.556093201,2.309467329,3.767985075,2.967309047,2.574768729,6.735833216,5.787637232,4.50863702,4.889305917,1.722461199,6.490542975,5.174503182,2.392695212,4.516240064,1.679435901,2.850142448,6.321189438,5.487907897,3.159678247,5.250113457,2.399542504,3.517400765,3.719021979,4.705668456,1.732757548,2.956240139,3.096697104,5.573346371,6.114657357,100
